India,South Asia dedicated sprint,Askitab — local second-hand-books marketplace,site,https://www.askitab.com/about,main universe,strict_candidate,1,high,runtime_gap_bridge_web_2026_04_25_india_pass71_dedicated_sprint; 2026-04-25_runtime_gap_bridge_pass85_india_active_inventory_and_saturation_hardening,Askitab describes itself as a local marketplace to buy and sell second-hand books in India and discover used books nearby; strict-main candidate. Pass85 added current mechanics/active-source hardening evidence.,live_or_live_recent_surface
India,South Asia dedicated sprint,ShelfSwap — used academic-books marketplace,site,https://shelfswap.in/,main universe,strict_candidate,1,high,runtime_gap_bridge_web_2026_04_25_india_pass71_dedicated_sprint; 2026-04-26_runtime_gap_bridge_pass95_india_seller_mechanics_conflict_cleanup,"Pass95 hardening: official current home page describes an India used-academic-books marketplace connecting students who sell used books with buyers and lists buy/sell used-books services; raise from medium-high to high strict-candidate confidence, with academic-textbook scope retained.",live_official_current_surface_pass95
India,South Asia dedicated sprint,UsedBooksFactory — multi-vendor second-hand-books marketplace,site,https://www.usedbooksfactory.com/,main universe,strict_candidate,1,high,runtime_gap_bridge_web_2026_04_25_india_pass71_dedicated_sprint,UsedBooksFactory says it aggregates multiple old-book vendors and includes other second-hand book sellers as part of its marketplace; strict-main candidate.,live_or_live_recent_surface
India,South Asia dedicated sprint,BookChor seller portal — second-hand books selling platform,site,https://seller.bookchor.com/,main universe,strict_candidate,1,medium-high,runtime_gap_bridge_web_2026_04_25_india_pass71_dedicated_sprint,"BookChor has a seller portal describing listing, seller signup, exposure, and secure payment for second-hand book sellers; strict-main candidate but retailer/marketplace hybrid needs future hardening.",live_or_live_recent_surface
India,South Asia dedicated sprint,BookBazar — old-books buy/sell marketplace,site,https://bookbazar.store/,main universe,strict_candidate,1,medium,runtime_gap_bridge_web_2026_04_25_india_pass71_dedicated_sprint,BookBazar describes itself as an India marketplace for buying and selling second-hand/old books; medium-confidence strict candidate pending mechanics hardening.,live_or_live_recent_surface
India,South Asia dedicated sprint,BooksYa — buy/sell/rental/wanted used-books surface,site,https://booksya.com/,main universe,strict_candidate,1,high,runtime_gap_bridge_web_2026_04_25_india_pass71_dedicated_sprint; 2026-04-26_runtime_gap_bridge_pass95_india_seller_mechanics_conflict_cleanup,"Pass95 hardening: official current home page supports buy/sell old books in India, city/local discovery, free listings, no login/registration, unlimited ads, direct buyer-seller connection, and no middleman; raise from medium to high strict-candidate confidence while preserving strict-main classification.",live_official_current_surface_pass95
India,South Asia dedicated sprint,ResellPanda — student pre-owned books marketplace beta surface,site,https://resellpanda.vercel.app/,main universe,strict_candidate; official_site_current; student_marketplace; active_inventory_revisit,1,medium-high,runtime_gap_bridge_web_2026_04_25_india_pass71_dedicated_sprint; 2026-04-25_runtime_gap_bridge_pass83_india_exchange_app_and_saturation_hardening; 2026-04-26_runtime_gap_bridge_pass97_india_active_appstore_scale_hardening,"Reclassified from weak-fit core to strict-candidate main universe on secondary appstore evidence: India old-book buy/sell app, local student marketplace, direct chat, instant listings, no commission. Keep active official Play/site verification in revisit queue. Pass97 hardening: official ResellPanda surface describes India student second-hand-book marketplace positioning with nationwide student/book-reuse framing; raise confidence from medium to medium-high while retaining active-inventory and official-domain stability revisit.",live_official_surface_pass97_active_revisit
India,South Asia,BookStand — used-bookshop storefront marketplace,site,https://www.bookstand.app/,main universe,used bookshop storefront marketplace; seller tools; India-only used-book trade surface,1,high,runtime_gap_bridge_web_2026_04_25_india_pass72_online_app_surface; 2026-04-26_runtime_gap_bridge_pass95_india_seller_mechanics_conflict_cleanup,"Pass95 hardening: official comparison/features pages support India-only used-bookshop marketplace, branded seller storefronts, ISBN lookup, condition grading, UPI/cards/COD, local meetup, shipping, and bulk CSV import; remains high strict-candidate.",live_official_current_surface_pass95
India,South Asia,PustakStore — local buy/sell second-hand-books marketplace,site,https://pustakstore.in/,main universe,local second-hand book marketplace; seller listings; UPI/payment hold,1,high,runtime_gap_bridge_web_2026_04_25_india_pass72_online_app_surface,"Official site documents seller listing, buyer discovery of used books from local sellers, payment hold, seller wallet payout, and delivery flow; strong strict-main fit.",live_official_surface
India,South Asia,Bookaao — rent/buy/sell textbooks hyperlocal marketplace,site,https://www.bookaao.com/,main universe,textbook marketplace; seller dashboard; second-hand categories,1,high,runtime_gap_bridge_web_2026_04_25_india_pass72_online_app_surface; 2026-04-26_runtime_gap_bridge_pass95_india_seller_mechanics_conflict_cleanup,"Pass95 hardening: current search/live-snippet evidence continues to present Bookaao as a buy/sell quality-checked second-hand textbook surface across India with seller/home-pickup language; site root remains bot-gated in static capture, so retain high with bot-gated caveat rather than adding stronger claims.",live_but_static_capture_bot_gated_pass95
India,South Asia,Padhaiseekers — educational-material buy/sell/donate marketplace app,app,https://apps.apple.com/in/app/padhaiseekers/id6744339532,main universe,used textbooks; educational-material classifieds; donation listings,1,medium-high,runtime_gap_bridge_web_2026_04_25_india_pass72_online_app_surface,"App Store listing describes an online classified marketplace for educational material with ads to sell/donate textbooks, notes, guidebooks, and exam material; book-specific enough for strict-main candidate lane.",live_app_store_listing
India,South Asia,BookHub — student used-book and bookstore-vendor platform,site,https://www.mybookhub.in/,main universe,used books; seller upload; bookstore/vendor plans,1,high,runtime_gap_bridge_web_2026_04_25_india_pass72_online_app_surface,"Official site shows old-book listings, used-book selling steps, bookstore registration, catalog upload, and vendor plans; strict-main candidate with both student and vendor rails.",live_official_surface
India,South Asia,BookMamu — used/new books marketplace app,app,https://play.google.com/store/apps/details?id=book.bookmamu,main universe,used/new books app; verified buyers/sellers,1,high,runtime_gap_bridge_web_2026_04_25_india_pass72_online_app_surface; 2026-04-25_runtime_gap_bridge_pass85_india_active_inventory_and_saturation_hardening; 2026-04-26_runtime_gap_bridge_pass94_india_exact_site_roster_recovery; 2026-04-26_runtime_gap_bridge_pass97_india_active_appstore_scale_hardening,"Current Google Play page verifies India-specific used/new book marketplace behavior, seller/buyer chat, verified buyer/seller framing, India developer address, and Apr. 2026 update. Pass97 current-source hardening: Google Play listing updated Apr. 22 2026 describes India trusted book marketplace for used/new books with verified buyers/sellers and national book-sharing framing. Remains high strict-candidate.",live_appstore_current_mechanics_hardened_pass97
India,South Asia,ReRead — used-books listing and fulfillment marketplace,site,https://reread.co.in/,main universe,seller listings; delivery/payment handling; pre-loved books,1,high,runtime_gap_bridge_web_2026_04_25_india_pass72_online_app_surface,"Official site asks sellers to list used books, set a price, receive buyer interest across India, and says it handles delivery and payment when books sell; strict-main candidate.",live_official_surface
India,South Asia,AntqCart vendor program — second-hand books marketplace,site,https://antqcart.com/become-a-vendor-start-selling-your-preloved-books-today/,main universe,vendor marketplace; second-hand books; bookstore owners,1,medium-high,runtime_gap_bridge_web_2026_04_25_india_pass72_online_app_surface,"Official vendor page calls AntqCart a marketplace dedicated to second-hand books and invites readers, collectors, second-hand bookstore owners, and students to register as vendors and list books.",live_vendor_page
India,South Asia,Book Mitra — buy/sell/donate second-hand-books app,app,https://book-mitra-buy-sell-books.en.softonic.com/android,main universe,buy/sell/donate app; nearby sellers; third-party listing,1,medium-high,runtime_gap_bridge_web_2026_04_25_india_pass72_online_app_surface; 2026-04-26_runtime_gap_bridge_pass94_india_exact_site_roster_recovery,"Official Google Play listing verifies buy/sell/donate pre-owned-books marketplace functionality, seller listings, direct buyer contact, and listing management; active inventory/user-density still needs revisit.",live_official_play_current_hardened_pass94
India,South Asia,PustakMart — buy/sell/donate second-hand-books platform,site,https://pustakmart.com/,main universe,buy/sell/donate platform; second-hand books; seller-flow needs hardening,1,medium-high,runtime_gap_bridge_web_2026_04_25_india_pass72_online_app_surface,"Pass75 controlled reclassification from weak-fit: official site says PustakMart is a platform to buy, sell, and donate second-hand books in India, and exposes login/sign-up/Sell Now flows. Still requires seller-storefront/mechanics hardening.",live_official_surface_recheck_needed
India,South Asia,SecondHandBazaar — horizontal classifieds with books category signal,site,https://www.secondhandbazaar.in/,annex / classifieds,horizontal classifieds; books signal,1,high,runtime_gap_bridge_web_2026_04_25_india_pass72_online_app_surface,Horizontal classifieds marketplace explicitly includes books among many used-product categories; useful annex but excluded from strict main universe under book-specific boundary.,live_official_surface
India,South Asia dedicated sprint,BookLane — buy/sell second-hand-books app,app/site,https://play.google.com/store/apps/details?id=com.cloud_regex.book_lane,main universe,pre-owned books; direct buyer-seller chat; app marketplace; textbooks/novels/exam guides,1,high,runtime_gap_bridge_web_2026_04_25_india_pass74_strict_app_hardening; 2026-04-26_runtime_gap_bridge_pass97_india_active_appstore_scale_hardening,"Official Google Play listing supports strict-main fit: buy/sell app with pre-owned categories, seller listings, details/images, and direct chat. Official site also presents second-hand book marketplace positioning. Pass97 active-scale hardening: Google Play current listing shows 10K+ downloads, Apr. 8 2026 update, buy/sell/listing/direct-chat mechanics; AppBrain secondary telemetry shows 27K total and 11K recent downloads. Remains high strict-candidate.",live_appstore_current_scale_hardened_pass97
India,South Asia dedicated sprint,BookLal — buy/sell used-books app,app,https://www.indusappstore.com/apps/shopping/booklal/com.booklal.booklal/,main universe,country_scope_caveat; India Indus evidence decisive; local used-books mechanics present; Google Play/AppBrain U.S. wording retained as localization/market-target caveat only,1,medium-high,runtime_gap_bridge_web_2026_04_25_india_pass74_strict_app_hardening; 2026-04-25_runtime_gap_bridge_pass85_india_active_inventory_and_saturation_hardening; 2026-04-26_runtime_gap_bridge_pass94_india_exact_site_roster_recovery; 2026-04-26_runtime_gap_bridge_pass95_india_seller_mechanics_conflict_cleanup; 2026-04-26_runtime_gap_bridge_pass96_india_booklal_country_scope_correction; 2026-04-26_runtime_gap_bridge_pass97_india_active_appstore_scale_hardening; 2026-04-26_runtime_gap_bridge_pass100_india_hybrid_boundary_consolidation; 2026-04-27_runtime_gap_bridge_pass101_india_residue_closure_exit_readiness,"Pass101 closure: keep BookLal in India strict-candidate main universe, medium-high. Indus Appstore remains decisive India-scope evidence, explicitly calling BookLal a used-books marketplace in India with same-city buyer visibility and in-app chat. Google Play/AppBrain now clearly carry U.S./USA wording while also showing active mechanics, Apr. 18 2026 update, 100K+/150K download scale, and recent usage; treat this as a localization/market-target caveat, not a demotion. Safety/review caveats retained.",live_india_scope_decisive_indus_play_us_localization_scale_caveat_pass101
India,South Asia dedicated sprint,MyOldBooks — local buy/sell used-books app,app,https://play.google.com/store/apps/details?id=com.sellingapp2022,main universe,app-first; local used-books marketplace; direct chat; student/exam books,1,high,runtime_gap_bridge_web_2026_04_25_india_pass76_77_app_marketplace_hardening; 2026-04-26_runtime_gap_bridge_pass97_india_active_appstore_scale_hardening,"Official Play listing supports strict-main fit: local online marketplace for buying/selling used books, seller upload flow, nearby search, direct chat, no middleman, India developer address. Pass97 current-source hardening: Google Play current listing still describes a local online marketplace for buying/selling used books with sell-photo/category flow, nearby search, chat, no middleman, and India developer/support metadata. Remains high strict-candidate, with active inventory/user-density revisit retained.",live_appstore_current_mechanics_hardened_pass97
India,South Asia dedicated sprint,ReSell Books — nearby used-books chat marketplace app,app,https://play.google.com/store/apps/details?id=com.resellbooks.buybooks.donatebooks.usedbooks.onlinebooks.app,main universe,app-first; nearby used-books marketplace; direct chat; India developer; low-scale/dormant telemetry caveat,1,medium-high,runtime_gap_bridge_web_2026_04_25_india_pass76_77_app_marketplace_hardening; 2026-04-26_runtime_gap_bridge_pass98_india_active_inventory_mechanics_hardening; 2026-04-26_runtime_gap_bridge_pass99_india_remaining_medium_high_conversion; 2026-04-26_runtime_gap_bridge_pass100_india_hybrid_boundary_consolidation; 2026-04-27_runtime_gap_bridge_pass101_india_residue_closure_exit_readiness,"Pass101 closure: retain medium-high, not high. Google Play remains strong for strict mechanics (nearby old/used-book marketplace, city/locality users, direct chat, distance search, no-middleman language, India developer address), but AppBrain now confirms only ~1K total downloads, 81 recent downloads, no ratings, and a not-recently-updated warning; APKPure shows a 2024 APK update but not enough active user/listing depth. Keep as strict-candidate with low-scale/dormant telemetry caveat.",live_appstore_current_mechanics_low_scale_dormant_caveat_pass101
India,South Asia dedicated sprint,BookLoop — used-books nearby marketplace app,app,https://play.google.com/store/apps/details?id=com.bookloop.bookloop,main universe,app-first; location-based used-books marketplace; Bangalore; Mangalore; exchange,1,high,runtime_gap_bridge_web_2026_04_25_india_pass76_77_app_marketplace_hardening,"Official Play listing supports strict-main fit: location-based used-books marketplace, buy/sell/exchange/share, direct buyer-seller connection, no commission, India developer.",live_app_store_listing
India,South Asia dedicated sprint,Sell My Books — buy/sell used-books app,app,https://play.google.com/store/apps/details?id=com.algoera.sellmybook.app,main universe,strict_candidate; app-first used-books marketplace; seller listings; chat; secure payment; India developer,1,high,runtime_gap_bridge_web_2026_04_25_india_pass78_79_secondary_marketplace_hardening,"Official Google Play listing supports strict-main fit: used-book marketplace, seller listing/upload flow, buyer search, seller ratings, secure payment, direct buyer/seller chat, updated Mar 2026, India developer metadata.",live_app_store_listing
India,South Asia dedicated sprint,ReuseBooks / Buy & Sell Old Books — city/school used-books app,app/site,https://reusebooks.in/,main universe,strict_candidate; school/college/city used-books discovery; direct buyer-seller chat; no commission; India developer,1,high,runtime_gap_bridge_web_2026_04_25_india_pass78_79_secondary_marketplace_hardening; 2026-04-25_runtime_gap_bridge_pass85_india_active_inventory_and_saturation_hardening,"Official site and Play listing support strict-main fit: users upload old books/free or paid listings, search by city/school/college/category, chat directly with buyers/sellers, and finalize deals without commissions. Pass85 added current mechanics/active-source hardening evidence.",live_official_site_and_app_store_listing
India,South Asia dedicated sprint,BooksPie — bookstore/used-books marketplace app,app,https://play.google.com/store/apps/details?hl=en_US&id=com.sant.bookspie,main universe,strict_candidate_hybrid; active_old_section; buy/sell used books; bookstore marketplace; nearby second-hand books; India developer,1,high,runtime_gap_bridge_web_2026_04_25_india_pass78_79_secondary_marketplace_hardening; 2026-04-26_runtime_gap_bridge_pass95_india_seller_mechanics_conflict_cleanup; 2026-04-26_runtime_gap_bridge_pass100_india_hybrid_boundary_consolidation; 2026-04-27_runtime_gap_bridge_pass101_india_residue_closure_exit_readiness,"Pass101 sanity check: no change from pass100. High strict-candidate retained with hybrid/storefront caveat. Official/Play evidence supports listing second-hand used books to a marketplace and buying/selling used/second-hand books nearby; bookstore/request-book/stocking language remains a boundary caveat, not a demotion.",live_active_used_section_hybrid_hardened_pass101_sanity_check
India,South Asia dedicated sprint,Kitabwalah — city-based used-books marketplace,site,https://kitabwalah.com/used-books/,main universe,strict_candidate; city-based used-books marketplace; verified sellers; doorstep delivery; live low-inventory signal,1,high,runtime_gap_bridge_web_2026_04_25_india_pass78_79_secondary_marketplace_hardening; 2026-04-26_runtime_gap_bridge_pass98_india_active_inventory_mechanics_hardening,"Pass98 hardening: official used-books page has Start Selling/Buy Books/Login account flow, secure payments, doorstep delivery, verified sellers, live featured used-book listings with condition/price/city, low but present inventory counts, city availability, and 2026 footer/contact surface. Raise from medium-high to high strict-candidate while retaining low-inventory growth/status caveat.",live_official_current_surface_low_inventory_hardened_pass98
India,South Asia dedicated sprint,BookSwap Hub — location-based book-exchange and nearby discovery app,app,https://play.google.com/store/apps/details?id=com.dignizant.bookswaphub,main universe,book_exchange; location_based_discovery; strict_candidate_inventory_depth_revisit,1,high,2026-04-25_runtime_gap_bridge_pass83_india_exchange_app_and_saturation_hardening; 2026-04-26_runtime_gap_bridge_pass98_india_active_inventory_mechanics_hardening,"Pass98 hardening: Google Play shows 500+ installs, India developer address, location-based book discovery, user sign-up/profile, listing books for exchange, browsing nearby catalog, and messaging owners to arrange swaps. Raise from medium-high to high strict-candidate as a book-specific exchange/discovery rail; keep inventory-depth revisit.",live_appstore_current_exchange_hardened_pass98
India,South Asia dedicated sprint,Apnabook — locality second-hand-books marketplace,site,https://apnabook.in/,main universe,strict-candidate; locality second-hand-books marketplace; static-shell active-proof revisit,1,medium-high,2026-04-25_runtime_gap_bridge_pass85_india_active_inventory_and_saturation_hardening; 2026-04-26_runtime_gap_bridge_pass98_india_active_inventory_mechanics_hardening; 2026-04-26_runtime_gap_bridge_pass99_india_remaining_medium_high_conversion; 2026-04-26_runtime_gap_bridge_pass100_india_hybrid_boundary_consolidation; 2026-04-27_runtime_gap_bridge_pass101_india_residue_closure_exit_readiness,"Pass101 closure: retain medium-high. Search-visible official copy still frames ApnaBook as a locality platform to buy and sell second-hand books online, but direct root capture remains blank/no-lines and no active inventory, account-flow, or seller mechanics surface was recovered. Keep as strict-candidate with static-shell active-proof revisit.",live_search_verified_static_blank_active_proof_revisit_pass101
India,South Asia dedicated sprint,Graffitti Books — Kerala/India used-books classifieds marketplace,site,https://www.graffittibooks.com/,main universe,,1,high,2026-04-25_runtime_gap_bridge_pass86_india_saturation_freeze; 2026-04-26_runtime_gap_bridge_pass98_india_active_inventory_mechanics_hardening,"Pass98 hardening: official site shows recent active used-book listings including Apr. 25 2026 and Apr. 17 2026 entries with location, condition, shipping and price; register/sign-in is visible; Play listing says users can sell used books/magazines via free image-based advertisements. Raise from medium-high to high strict-candidate.",live_official_current_listings_and_app_hardened_pass98
India,South Asia dedicated sprint,GovtJobsIndia – BookShare — local used-books/study-materials exchange app,app,https://play.google.com/store/apps/details?hl=en&id=com.prepbooks,main universe,strict-candidate; local used-books/study-materials exchange; direct user-to-user; first-release low-download caveat,1,medium-high,2026-04-25_runtime_gap_bridge_pass86_india_saturation_freeze; 2026-04-26_runtime_gap_bridge_pass98_india_active_inventory_mechanics_hardening; 2026-04-26_runtime_gap_bridge_pass99_india_remaining_medium_high_conversion; 2026-04-26_runtime_gap_bridge_pass100_india_hybrid_boundary_consolidation; 2026-04-27_runtime_gap_bridge_pass101_india_residue_closure_exit_readiness,"Pass101 closure: retain medium-high. Current Mar. 2026 Google Play listing provides excellent mechanics for strict fit: local buy/sell/exchange of used books and study materials, local discovery, search/filter by category/subject/price/condition/language, book listing upload, direct buyer-seller communication, and no platform payments/delivery. Visible 5+ download first-release signal prevents high confidence.",live_appstore_current_first_release_low_download_hold_pass101
India,South Asia dedicated sprint,Book Share / Wikta — local book share/sell/lend app,app,https://play.google.com/store/apps/details?hl=en_US&id=com.wikta.share_buddy,main universe,,1,high,2026-04-25_runtime_gap_bridge_pass86_india_saturation_freeze; 2026-04-26_runtime_gap_bridge_pass98_india_active_inventory_mechanics_hardening; 2026-04-26_runtime_gap_bridge_pass99_india_remaining_medium_high_conversion,"Pass99 conversion: raise from medium-high to high. Google Play is current/live, shows 10K+ downloads, 63 reviews, India developer address, Jun. 27 2024 Android-14 support update, users-interact/location metadata, and book-specific GPS-radius share/donate/sell/lend plus add/request mechanics. Keep inventory-density revisit, but strict-main fit and operational confidence are now high.",live_appstore_current_10k_downloads_hardened_pass99
India,South Asia dedicated sprint,BookBazaar by YourNotebook — free student used-books exchange,site,https://www.yournotebook.in/bookbazaar,main universe,strict_candidate; student_exchange; buy_sell_donate_used_books,1,high,2026-04-26_runtime_gap_bridge_pass94_india_exact_site_roster_recovery; 2026-04-26_runtime_gap_bridge_pass98_india_active_inventory_mechanics_hardening; 2026-04-26_runtime_gap_bridge_pass99_india_remaining_medium_high_conversion,"Pass99 conversion: raise from medium-high to high. Official YourNotebook March 2026 how-it-works and old-textbook guidance provide detailed current mechanics: free P2P used-book marketplace for Indian students, location-based discovery, login/OTP/trust badges, seller photo upload, category/condition/price/location fields, interest/contact flow, direct WhatsApp/phone contact, meet-and-pay, donate option, and no listing fees/commission. Direct /bookbazaar remains dynamic/shell in static capture; preserve as minor active-listing-depth caveat. Keep distinct from first-party school-book Bookbazaar.com and BookBazar.store.",live_official_blog_mechanics_dynamic_shell_caveat_pass99
