source_record_id,record_name,organization_or_adscription,admin1_name,municipality_name,website,raw_libreria_ce,pass34_role_review_bucket,pass34_role_review_triggers,pass34_candidate_strict_bookstore_review,pass34_promotion_status,pass34_promotion_blockers,source_record_url,pass62_reclaim_score,pass62_score_known_chain_bonus,pass62_score_named_candidate_bonus,pass62_score_website_present_bonus,pass62_score_raw_libreria_ce_bonus,pass62_score_explicit_libreria_signal_bonus,pass62_score_libros_signal_bonus,pass62_score_ambiguous_name_penalty,pass62_selection_basis,pass62_reclaim_outcome,promotion_status,promotion_authority,promotion_caveat
201,"Librería San Ignacio, Sucursal Donceles","Obra Nacional de la Buena Prensa, A.C.",Ciudad de México,Cuauhtémoc,http://www.buenaprensa.com/ubicacion%20lib/donceles.html,t,known_bookstore_chain_candidate_review,known_chain:buena prensa,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=201,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
212,"Librerías Gonvill, Sucursal Plaza Mayor","Librerías Gonvill, S.A. de C.V.",Guanajuato,León,https://www.gonvill.com.mx/especial/Sucursales,t,known_bookstore_chain_candidate_review,known_chain:gonvill,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=212,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
218,"Librerías Gonvill, Sucursal Francisco Villa","Librerías Gonvill, S.A. de C.V.",Guanajuato,León,http://www.gonvill.com.mx/webapp/wcs/stores/servlet/GonvillStoresView?storeId=10001&urlLangId=-5&urlRequestType=Base&langId=-5&catalogId=10001,t,known_bookstore_chain_candidate_review,known_chain:gonvill,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=218,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
244,"Librería del Fondo de Cultura Económica (FCE)/Educal, sucursal Fray Servando Teresa de Mier","FCE/Educal, S.A. de C.V.",Nuevo León,Monterrey,https://www.fondodeculturaeconomica.com/LibreriasEstado/19,t,known_bookstore_chain_candidate_review,known_chain:fondo de cultura economica;known_chain: fce;known_chain:fce/;known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=244,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
245,"Librerías Gonvill, Sucursal Monterrey","Librerías Gonvill, S.A. de C.V.",Nuevo León,Monterrey,http://www.gonvill.com.mx/webapp/wcs/stores/servlet/GonvillStoresView?storeId=10001&urlLangId=-5&urlRequestType=Base&langId=-5&catalogId=10001,t,known_bookstore_chain_candidate_review,known_chain:gonvill,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=245,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
256,"Librería San Pablo, Sucursal Monterrey","Ediciones Paulinas, S.A. de C.V.",Nuevo León,Monterrey,http://www.sanpablo.com.mx,t,known_bookstore_chain_candidate_review,known_chain:san pablo;known_chain:paulinas;role_collision_but_known_chain:ediciones,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=256,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
277,Librería San Pablo,"Librería San José, S.A. de C.V.",Veracruz de Ignacio de la Llave,Coatzacoalcos,https://sanpablo.com.mx/,t,known_bookstore_chain_candidate_review,known_chain:san pablo,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=277,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
303,"Librería San Ignacio, Sucursal Orizaba Miguel Agustín Pro","Obra Nacional de la Buena Prensa, A.C.",Ciudad de México,Cuauhtémoc,http://www.buenaprensa.com/ubicacion%20lib/orizaba.html,t,known_bookstore_chain_candidate_review,known_chain:buena prensa,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=303,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
306,"Librería San Ignacio, Sucursal San Cosme","Obra Nacional de la Buena Prensa, A.C.",Ciudad de México,Cuauhtémoc,http://www.buenaprensa.com/ubicacion%20lib/sancosme.html,t,known_bookstore_chain_candidate_review,known_chain:buena prensa,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=306,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
317,"Librería del Fondo de Cultura Económica (FCE)/Educal, sucursal Cineteca de Nuevo León","Educal, S.A. de C.V.",Nuevo León,Monterrey,https://www.fondodeculturaeconomica.com/LibreriasEstado/19,t,known_bookstore_chain_candidate_review,known_chain:fondo de cultura economica;known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=317,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
336,"Librería del Fondo de Cultura Económica (FCE)/Educal, sucursal Ex-Convento de San Agustín","Educal, S.A. de C.V.",Guanajuato,Salamanca,https://www.fondodeculturaeconomica.com/LibreriasEstado/11,t,known_bookstore_chain_candidate_review,known_chain:fondo de cultura economica;known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=336,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
345,"Librería San Pablo, Sucursal U. Pontificia de México","Ediciones Paulinas, S.A. de C.V.",Ciudad de México,Tlalpan,http://www.sanpablo.com.mx,t,known_bookstore_chain_candidate_review,known_chain:san pablo;known_chain:paulinas;role_collision_but_known_chain:ediciones,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=345,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
423,"Librería del Fondo de Cultura Económica (FCE/)Educal, sucursal Casa Borda","Educal, S.A. de C.V.",Guerrero,Taxco de Alarcón,https://www.educal.gob.mx/pdf/DirectorioLibrerias.pdf,t,known_bookstore_chain_candidate_review,known_chain:fondo de cultura economica;known_chain:fce/;known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=423,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
429,"Librería Lectorum, Sucursal pasaje Zócalo-Pino Suárez","Lectorum, S.A. de C.V.",Ciudad de México,Cuauhtémoc,http://www.lectorum.com.mx,t,known_bookstore_chain_candidate_review,known_chain:lectorum,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=429,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
444,"Librería del Fondo de Cultura Económica (FCE)/Educal, sucursal Palacio de Bellas Artes","Educal, S.A. de C.V.",Ciudad de México,Cuauhtémoc,https://www.fondodeculturaeconomica.com/LibreriasEstado/9,t,known_bookstore_chain_candidate_review,known_chain:fondo de cultura economica;known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=444,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
446,"Librería del Fondo de Cultura Económica (FCE)/Educal, sucursal Palacio Legislativo","Educal, S.A. de C.V.",Ciudad de México,Venustiano Carranza,https://www.fondodeculturaeconomica.com/LibreriasEstado/9,t,known_bookstore_chain_candidate_review,known_chain:fondo de cultura economica;known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=446,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
453,"Librerías Gonvill, Sucursal Culiacán","Librerías Gonvill, S.A. de C.V.",Sinaloa,Culiacán,http://www.gonvill.com.mx/webapp/wcs/stores/servlet/GonvillStoresView?storeId=10001&urlLangId=-5&urlRequestType=Base&langId=-5&catalogId=10001,t,known_bookstore_chain_candidate_review,known_chain:gonvill,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=453,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
505,"Librería León, Casa Matriz",Particular,Puebla,Puebla,http://www.librerialeon.com.mx/,t,known_bookstore_chain_candidate_review,known_chain:libreria leon,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=505,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
509,"Librería del Fondo de Cultura Económica (FCE)/Educal, sucursal  Alejandro Rossi (Ciudadela)","Educal, S.A. de C.V.",Ciudad de México,Cuauhtémoc,https://www.fondodeculturaeconomica.com/LibreriasEstado/9,t,known_bookstore_chain_candidate_review,known_chain:fondo de cultura economica;known_chain:educal,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=509,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
522,"Librería San Ignacio, Sucursal Donceles","Obra Nacional de la Buena Prensa, A.C.",Ciudad de México,Tlalpan,http://www.buenaprensa.com/ubicacion%20lib/tlalpan.html,t,known_bookstore_chain_candidate_review,known_chain:buena prensa,True,staged_not_promoted_role_review_only,source_scope_mixed_librerias_y_puntos_de_venta;classification_is_review_layer_not_promotion;row_level_external_corrob_not_completed,http://sic.gob.mx/ficha.php?table=libreria&table_id=522,11.0,True,False,True,True,True,False,False,deterministic_reclaim_from_pass34_candidate_queue_score_then_source_record_id;not_original_pass43_ledger,reclaimed_pass43_replacement_promoted_strict_bookstore_row,promoted_reclaimed_pass62_row_level_replacement_not_original_pass43,PASS62 new file-backed reconstruction from Pass29 raw + Pass34 classification + explicit deterministic scoring; original Pass43 package absent,This is not the vanished original Pass43 ledger; exact original 735-row identity was not recovered.
